customer_id,employee_count,company_size,tenure_months,contract_value_annual,modules_subscribed,has_payroll_module,active_users_ratio,monthly_active_users,support_tickets_per_month,health_score,training_sessions_attended,onboarding_completed,features_used_ratio,avg_logins_per_user_month,last_qbr_attendance,payment_delays_last_year,critical_issues_last_quarter,industry,churned
CUST0229,210,medium,120,25899.28,1,0,0.68,141,3.19,75.0,3,1,0.75,13.92,1,2,1,Retail,0
CUST0230,84,small,48,8947.81,1,0,0.8,66,2.96,87.5,3,1,0.75,14.47,0,3,1,Technology,1
CUST0231,60,small,24,6070.26,6,0,0.88,52,3.75,87.5,3,1,0.75,21.29,0,3,0,Technology,0
CUST0232,242,medium,264,23995.52,1,0,0.91,219,1.23,87.5,3,1,0.75,22.64,1,2,0,Technology,0
CUST0233,280,medium,24,37176.34,6,1,0.63,176,0.56,62.5,2,1,0.75,9.72,0,2,2,Services,0
CUST0234,416,medium,84,43078.27,3,0,0.98,409,1.87,100.0,3,1,0.75,12.58,0,2,2,Retail,0
CUST0235,232,medium,60,37513.03,5,0,0.77,177,3.32,87.5,2,1,0.75,16.57,0,2,0,Technology,1
CUST0236,836,medium,204,137991.91,5,0,0.79,661,3.29,100.0,3,1,1.0,14.55,1,2,1,Retail,0
CUST0237,559,medium,108,93705.6,6,0,0.2,112,7.76,25.0,3,1,1.0,3.69,1,2,1,Technology,1
CUST0238,1584,enterprise,396,159963.61,1,0,0.64,1019,0.63,50.0,2,1,0.75,14.34,1,3,1,Retail,0
CUST0239,294,medium,48,35499.56,2,0,0.43,125,7.12,62.5,5,1,0.75,6.01,1,2,0,Retail,0
CUST0240,92,small,36,12924.04,1,0,0.72,66,1.2,87.5,2,1,0.75,17.87,0,3,2,Technology,1
CUST0241,168,small,36,25823.49,6,0,0.59,98,1.34,75.0,1,1,0.75,11.86,1,2,1,Technology,0
CUST0242,192,small,36,25818.29,1,0,0.75,144,7.28,87.5,2,1,0.75,14.06,1,2,0,Retail,0
CUST0243,714,medium,12,108389.87,2,0,0.25,176,6.91,50.0,2,1,0.75,5.0,0,2,1,Technology,0
CUST0244,99,small,108,16330.49,1,0,0.84,83,2.21,62.5,3,1,0.75,10.64,1,2,1,Technology,0
CUST0245,1200,enterprise,288,174072.21,1,0,0.99,1191,2.84,87.5,2,1,0.75,24.04,1,1,0,Technology,0
CUST0246,216,medium,24,26972.66,6,0,0.66,143,5.42,62.5,3,1,0.75,15.68,1,2,2,Technology,0
CUST0247,70,small,24,9749.41,1,0,0.84,58,1.37,87.5,2,1,0.75,15.68,0,3,0,Technology,0
CUST0248,598,medium,132,100026.49,6,0,0.25,147,2.27,62.5,3,1,0.75,3.12,1,3,0,Technology,0
CUST0249,493,medium,36,83787.89,2,0,0.18,87,5.15,50.0,2,1,0.75,2.83,0,3,0,Technology,0
CUST0250,405,medium,36,56811.31,4,0,0.64,257,1.35,50.0,1,1,0.75,8.5,1,1,1,Technology,0
CUST0251,374,medium,12,45967.18,6,0,0.74,278,5.23,50.0,5,1,0.75,11.69,1,2,0,Technology,1
CUST0252,200,small,228,34220.66,1,0,0.71,142,0.72,75.0,1,1,1.0,13.29,1,2,0,Technology,0
CUST0253,60,small,72,6150.63,1,0,0.98,58,5.84,87.5,1,1,0.75,13.26,1,2,1,Technology,0
CUST0254,450,medium,36,47366.83,3,0,0.25,111,1.06,62.5,1,1,0.75,4.99,1,1,1,Technology,0
CUST0255,430,medium,36,44659.64,2,0,0.94,402,1.72,100.0,2,1,0.75,13.31,1,2,0,Retail,0
CUST0256,80,small,48,10332.87,1,0,0.55,43,1.61,50.0,3,1,0.75,8.75,1,2,1,Technology,0
CUST0257,320,medium,108,50904.59,1,0,0.22,69,1.59,62.5,4,1,0.75,4.4,1,3,1,Technology,0
CUST0258,814,medium,252,128582.01,1,0,0.59,480,0.92,50.0,5,1,0.75,9.07,1,2,0,Technology,0
CUST0259,27,startup,12,3914.58,1,0,0.8,21,1.87,87.5,0,1,0.75,16.38,0,2,1,Technology,0
CUST0260,210,medium,60,31590.56,1,0,0.35,73,3.7,62.5,2,1,0.75,5.49,1,3,1,Technology,1
CUST0261,200,small,60,27927.21,1,0,0.42,83,2.45,50.0,3,1,1.0,7.38,0,1,2,Technology,0
CUST0262,312,medium,96,51645.75,3,0,0.72,225,1.83,100.0,0,1,0.75,17.63,1,3,1,Retail,0
CUST0263,396,medium,72,45730.86,4,0,0.23,92,0.81,62.5,5,1,0.75,3.43,1,3,0,Technology,0
CUST0264,420,medium,84,60556.11,3,0,0.37,156,2.16,62.5,2,1,0.75,5.66,0,4,0,Retail,0
CUST0265,205,medium,0,36693.54,2,0,0.55,113,2.68,50.0,5,0,0.75,8.91,0,2,0,Technology,1
CUST0266,290,medium,0,38554.27,2,0,0.41,120,2.46,37.5,2,0,0.75,9.9,1,3,0,Retail,0
CUST0267,290,medium,108,33326.49,1,0,0.77,222,5.61,75.0,2,1,1.0,10.86,1,3,0,Technology,0
CUST0268,258,medium,72,34457.54,1,0,0.2,51,1.92,37.5,2,1,0.75,2.68,1,1,2,Technology,0
CUST0269,861,medium,240,114738.46,1,0,1.0,858,2.21,87.5,2,1,0.75,13.95,1,2,1,Technology,0
CUST0270,288,medium,180,41349.08,1,0,0.85,244,1.74,100.0,4,1,0.75,21.04,1,2,1,Technology,0
CUST0271,851,medium,432,109717.87,1,0,0.21,182,2.82,62.5,2,1,0.75,3.84,1,2,0,Technology,0
CUST0272,330,medium,120,50494.87,1,0,0.43,142,1.41,37.5,2,1,0.75,10.27,0,2,0,Technology,1
CUST0273,130,small,60,14912.17,1,0,0.95,123,1.69,100.0,3,1,1.0,13.07,0,2,0,Technology,0
CUST0274,70,small,60,11945.47,4,0,0.82,57,4.57,87.5,5,1,0.75,16.24,1,2,0,Retail,0
CUST0275,123,small,36,16135.89,1,0,0.56,68,2.58,87.5,4,1,0.75,12.91,1,3,2,Technology,0
CUST0276,240,medium,60,38310.33,2,0,0.92,221,6.74,62.5,2,1,0.75,21.84,1,2,1,Technology,0
CUST0277,420,medium,84,54645.99,6,0,0.44,186,1.78,50.0,6,1,0.75,5.59,0,1,0,Technology,0
CUST0278,192,small,96,27141.19,1,0,0.24,46,1.11,25.0,3,1,1.0,4.54,1,1,0,Retail,0
CUST0279,60,small,72,5934.39,1,0,0.37,21,5.56,62.5,6,1,1.0,4.63,0,2,2,Technology,0
CUST0280,644,medium,120,114705.36,3,0,0.45,291,2.27,37.5,4,1,0.75,6.74,0,2,0,Technology,0
CUST0281,294,medium,60,47218.18,3,0,0.53,156,1.45,75.0,5,1,0.75,7.22,0,2,0,Technology,0
CUST0282,300,medium,240,42922.15,1,0,0.64,192,2.73,62.5,3,1,1.0,14.29,1,2,1,Retail,0
CUST0283,140,small,120,14171.82,1,0,0.9,126,6.93,75.0,3,1,0.75,16.99,0,2,1,Retail,0
CUST0284,228,medium,120,26206.1,3,0,0.73,165,1.02,75.0,4,1,0.75,16.19,1,2,1,Technology,0
CUST0285,100,small,60,14724.46,1,0,0.23,23,2.41,25.0,3,1,0.75,3.09,1,2,0,Technology,0
CUST0286,612,medium,204,83257.03,1,0,0.83,510,3.88,100.0,3,1,0.75,14.26,1,2,0,Technology,0
CUST0287,304,medium,12,42057.73,3,0,0.54,165,0.67,87.5,0,1,1.0,7.62,0,2,1,Technology,1
CUST0288,380,medium,24,45072.63,6,0,0.71,270,3.88,100.0,2,1,0.75,13.28,1,2,0,Technology,0
CUST0289,140,small,36,15965.39,2,0,0.5,69,1.27,37.5,2,1,0.75,6.92,1,2,0,Technology,1
CUST0290,165,small,60,29699.33,1,0,0.77,127,1.17,100.0,3,1,1.0,18.38,1,2,1,Technology,0
CUST0291,330,medium,36,52375.89,6,0,0.21,68,1.71,50.0,4,1,0.75,3.54,1,2,1,Technology,0
CUST0292,390,medium,96,62985.21,4,0,0.38,147,1.79,62.5,2,1,0.75,8.29,1,2,0,Technology,0
CUST0293,76,small,24,13143.47,1,0,0.36,27,2.63,75.0,5,1,0.75,8.98,0,2,0,Retail,0
CUST0294,368,medium,96,35953.73,1,0,0.85,314,1.74,100.0,0,1,0.75,10.98,1,3,2,Retail,1
CUST0295,56,small,48,7032.4,1,0,0.75,41,2.85,75.0,3,1,0.75,12.72,0,2,0,Technology,0
CUST0296,552,medium,240,76151.62,5,0,0.49,267,0.69,62.5,2,1,0.75,9.31,1,2,1,Retail,0
CUST0297,0,,0,0.0,1,0,0.66,0,2.89,75.0,2,0,0.75,13.79,1,2,2,Technology,1
CUST0298,516,medium,132,66570.41,1,0,0.38,195,1.38,62.5,3,1,0.75,5.38,0,2,1,Retail,0
CUST0299,152,small,12,20767.32,4,0,0.96,146,0.66,87.5,2,1,0.75,15.2,1,1,0,Technology,0
CUST0300,156,small,48,17868.55,5,0,0.35,55,1.79,75.0,3,1,0.75,8.74,1,4,1,Technology,0
CUST0301,682,medium,264,69711.58,1,0,0.37,250,1.57,75.0,2,1,0.75,6.93,1,2,2,Retail,0
CUST0302,0,,0,0.0,1,0,0.59,0,7.47,87.5,2,0,0.75,13.36,1,3,1,Retail,0
CUST0303,297,medium,96,48157.45,1,0,0.21,60,3.69,37.5,2,1,0.75,3.91,1,1,0,Technology,0
CUST0304,110,small,96,18393.31,4,0,0.74,81,3.2,75.0,3,1,0.75,13.4,0,1,1,Retail,0
CUST0305,418,medium,216,59077.2,1,0,0.77,320,5.02,87.5,5,1,0.75,11.9,0,1,0,Technology,0
CUST0306,385,medium,108,63786.1,6,0,0.44,170,2.73,50.0,3,1,0.75,6.08,1,2,1,Technology,0
CUST0307,455,medium,156,63110.57,1,0,0.59,269,2.65,87.5,3,1,0.75,7.72,0,3,1,Retail,0
CUST0308,874,medium,120,122169.26,3,0,0.43,377,3.39,37.5,2,1,0.75,7.81,1,3,1,Technology,0
CUST0309,516,medium,60,52136.43,2,0,0.59,305,0.98,87.5,2,1,0.75,10.61,1,4,0,Technology,0
CUST0310,132,small,60,14180.81,1,0,0.87,114,3.38,87.5,4,1,0.75,20.83,1,2,0,Technology,0
CUST0311,126,small,24,16365.14,3,1,0.24,29,1.41,25.0,1,1,0.75,5.27,1,3,0,Services,0
CUST0312,240,medium,288,24654.16,1,0,0.23,54,6.2,25.0,2,1,0.75,4.37,1,2,2,Technology,0
CUST0313,36,startup,24,6323.23,1,0,0.97,35,3.07,87.5,2,1,0.75,17.29,0,2,1,Technology,0
CUST0314,444,medium,120,52078.6,6,0,0.41,181,5.24,75.0,2,1,0.75,6.14,1,2,1,Technology,0
CUST0315,966,medium,252,141495.09,1,0,0.19,180,1.79,50.0,3,1,0.75,3.1,1,2,0,Technology,0
CUST0316,198,small,96,30671.43,1,0,0.95,188,7.14,87.5,5,1,0.75,23.25,1,2,0,Technology,0
CUST0317,550,medium,84,64216.94,6,0,0.72,397,1.77,75.0,2,1,0.75,15.9,1,3,0,Technology,0
CUST0318,385,medium,96,49540.23,2,0,0.45,173,2.84,62.5,3,1,0.75,10.63,0,3,1,Technology,1
CUST0319,180,small,48,23082.05,1,0,0.49,87,4.15,62.5,2,1,0.75,11.32,0,2,0,Technology,0
CUST0320,624,medium,156,97756.73,1,0,0.42,264,0.66,62.5,2,1,0.75,5.69,1,3,1,Retail,0
CUST0321,135,small,60,21579.42,1,0,0.6,81,3.87,87.5,3,1,0.75,8.35,1,2,0,Retail,0
CUST0322,377,medium,84,59969.19,4,0,0.73,274,1.23,100.0,3,1,0.75,17.75,1,2,1,Retail,0
CUST0323,160,small,84,26343.31,6,0,0.9,143,3.73,62.5,0,1,0.75,19.15,0,1,0,Technology,0
CUST0324,110,small,36,18651.93,5,0,0.87,95,1.28,62.5,4,1,0.75,11.48,0,4,0,Technology,1
CUST0325,473,medium,120,69562.92,1,0,0.78,370,0.8,100.0,2,1,0.75,18.6,1,2,1,Technology,0
CUST0326,480,medium,120,62244.89,1,0,0.63,303,6.57,75.0,2,1,1.0,10.26,1,3,0,Technology,0
CUST0327,651,medium,252,88968.19,1,0,0.89,579,6.46,87.5,2,1,0.75,19.54,1,3,2,Technology,0
CUST0328,588,medium,12,96276.57,4,0,0.53,312,2.18,87.5,3,1,0.75,8.37,0,2,0,Retail,1
CUST0329,270,medium,84,31848.06,3,0,0.87,235,1.1,75.0,6,1,0.75,14.92,0,3,1,Retail,0
CUST0330,861,medium,36,123200.45,4,0,0.62,532,2.95,87.5,2,1,0.75,12.09,1,2,1,Technology,0
CUST0331,351,medium,108,54281.39,1,0,0.55,192,2.1,75.0,3,1,0.75,7.96,1,3,1,Technology,0
CUST0332,180,small,60,23463.69,1,0,0.45,80,1.94,62.5,0,1,0.75,9.33,1,2,1,Retail,0
CUST0333,460,medium,48,50262.45,3,0,0.58,266,1.61,87.5,4,1,0.75,9.55,0,2,1,Technology,0
CUST0334,320,medium,12,31633.01,6,0,0.25,78,7.5,50.0,1,1,0.75,4.25,0,2,0,Technology,0
CUST0335,588,medium,120,68035.28,6,0,0.78,457,5.63,100.0,3,1,0.75,15.48,1,2,0,Technology,0
CUST0336,222,medium,48,22573.09,2,0,0.71,158,2.41,75.0,2,1,1.0,17.64,0,4,1,Retail,0
CUST0337,189,small,84,30059.02,1,0,0.18,34,0.75,37.5,4,1,0.75,2.79,0,4,1,Technology,1
CUST0338,188,small,36,27535.63,1,0,0.73,138,1.22,75.0,2,1,0.75,10.92,1,3,0,Technology,0
CUST0339,240,medium,120,36243.83,1,0,0.59,142,2.78,87.5,2,1,0.75,8.76,1,3,1,Retail,0
CUST0340,176,small,96,28211.63,1,0,0.4,70,5.44,50.0,3,1,0.75,6.88,1,2,1,Retail,0
CUST0341,184,small,72,18758.1,6,0,1.0,183,2.79,100.0,2,1,0.75,16.97,0,2,1,Technology,0
CUST0342,324,medium,132,31636.87,1,0,0.86,278,1.66,87.5,3,1,0.75,13.12,1,3,0,Technology,0
CUST0343,495,medium,132,58039.4,1,0,0.72,356,2.19,87.5,2,1,0.75,14.2,0,2,2,Technology,0
CUST0344,273,medium,84,28570.65,1,0,0.44,121,3.09,75.0,2,1,0.75,7.55,1,3,1,Retail,0
CUST0345,578,medium,192,64063.55,1,0,0.41,234,0.83,62.5,5,1,0.75,5.47,1,2,2,Technology,0
CUST0346,124,small,48,16274.52,1,0,0.83,102,3.89,87.5,2,1,0.75,16.47,0,2,1,Technology,0
CUST0347,104,small,60,16275.5,6,0,0.47,49,1.51,75.0,3,1,0.75,9.46,1,3,0,Technology,0
CUST0348,200,small,0,25026.22,3,0,0.74,148,4.66,62.5,3,0,0.75,17.75,1,2,0,Retail,0
CUST0349,160,small,12,25083.69,2,0,0.88,141,1.58,62.5,2,1,0.75,15.62,1,2,0,Technology,0
CUST0350,104,small,48,10542.23,1,0,0.63,65,6.47,87.5,3,1,0.75,9.47,0,2,0,Retail,0
CUST0351,116,small,36,19684.15,1,1,0.59,68,2.79,75.0,5,1,0.75,11.63,1,2,0,Services,0
CUST0352,224,medium,96,39942.58,1,0,0.44,98,3.96,62.5,4,1,0.75,6.08,1,2,0,Technology,0
CUST0353,375,medium,0,61173.01,3,0,0.56,211,5.12,50.0,3,0,1.0,11.3,0,2,1,Retail,0
CUST0354,533,medium,84,62450.75,4,0,0.24,127,7.96,50.0,2,1,0.75,5.46,1,1,1,Technology,0
CUST0355,156,small,24,16727.66,6,0,0.69,107,3.87,87.5,2,1,0.75,11.31,1,2,0,Retail,0
CUST0356,184,small,96,31276.21,1,0,0.55,100,5.24,75.0,3,1,0.75,12.0,1,2,0,Retail,0
CUST0357,518,medium,12,53364.51,3,0,0.74,382,4.8,62.5,6,1,1.0,10.39,1,3,1,Technology,0
CUST0358,147,small,36,17419.15,1,0,0.41,60,3.19,37.5,3,1,0.75,5.68,1,3,0,Retail,1
CUST0359,203,medium,12,28151.49,4,0,0.91,185,3.68,100.0,6,1,0.75,15.2,1,2,0,Retail,0
CUST0360,736,medium,156,77544.73,4,0,0.96,709,3.83,62.5,2,1,0.75,20.54,1,3,0,Retail,0
CUST0361,585,medium,36,85464.84,2,0,0.54,315,3.69,87.5,2,1,0.75,10.38,1,2,1,Technology,0
CUST0362,390,medium,84,48277.58,3,0,0.6,232,1.1,87.5,3,1,0.75,14.75,1,1,0,Technology,0
CUST0363,72,small,36,11289.37,1,0,0.91,65,2.02,62.5,3,1,1.0,19.17,0,2,0,Retail,0
CUST0364,22,startup,12,3901.01,1,0,0.65,14,4.52,87.5,2,1,0.75,10.25,1,2,2,Retail,1
CUST0365,238,medium,60,33100.92,6,0,0.19,44,4.28,50.0,3,1,1.0,3.21,1,2,0,Technology,0
CUST0366,189,small,12,18637.04,2,0,0.71,133,1.28,75.0,2,1,0.75,10.13,1,2,2,Technology,0
CUST0367,160,small,96,19168.44,1,0,0.41,66,1.67,37.5,5,1,0.75,10.05,1,2,0,Retail,1
CUST0368,980,medium,48,167342.16,6,0,0.8,784,1.1,100.0,2,1,0.75,11.57,1,3,1,Technology,0
CUST0369,328,medium,72,50577.94,2,0,0.71,232,2.57,75.0,6,1,0.75,12.98,1,3,1,Retail,1
CUST0370,69,small,24,9023.07,1,0,0.37,25,1.12,62.5,5,1,0.75,5.15,1,3,0,Technology,0
CUST0371,20,startup,12,2867.98,1,0,0.37,7,1.05,62.5,0,1,0.75,5.23,1,1,0,Retail,1
CUST0372,252,medium,36,41708.71,6,0,0.8,201,0.97,100.0,4,1,0.75,10.97,1,2,0,Technology,0
CUST0373,180,small,12,19786.84,6,0,0.45,81,1.21,62.5,5,1,0.75,9.46,1,3,1,Technology,0
CUST0374,120,small,60,18081.63,1,0,0.49,59,4.07,75.0,2,1,0.75,8.32,1,2,1,Technology,0
CUST0375,315,medium,84,52909.87,1,0,0.87,272,1.31,75.0,1,1,0.75,16.29,1,2,0,Retail,0
CUST0376,442,medium,60,64330.01,6,0,0.7,311,3.12,62.5,2,1,1.0,15.31,1,3,0,Technology,0
CUST0377,486,medium,84,52448.78,4,0,0.81,392,2.26,87.5,2,1,0.75,11.01,0,2,1,Retail,0
CUST0378,240,medium,24,28373.8,4,0,0.54,130,1.96,87.5,3,1,0.75,9.55,1,2,1,Technology,0
CUST0379,171,small,60,28779.18,6,0,0.91,156,4.11,62.5,3,1,0.75,17.95,0,1,1,Retail,1
CUST0380,1200,enterprise,60,178663.53,2,0,0.9,1074,1.87,87.5,2,1,0.75,20.65,1,2,2,Technology,0
CUST0381,160,small,60,22864.88,1,0,0.57,91,1.48,87.5,2,1,0.75,7.93,1,2,0,Retail,0
CUST0382,41,startup,12,5496.23,1,0,0.45,18,5.55,62.5,3,1,0.75,8.11,1,2,0,Retail,0
CUST0383,301,medium,72,29681.2,1,0,0.21,63,1.72,50.0,2,1,1.0,4.18,1,2,0,Technology,1
CUST0384,94,small,24,13352.57,1,0,0.46,42,1.03,37.5,1,1,0.75,9.31,1,2,0,Technology,0
CUST0385,410,medium,120,71019.32,1,0,0.69,284,5.68,62.5,2,1,0.75,14.72,1,3,0,Retail,0
CUST0386,54,small,12,5788.44,6,0,0.73,39,1.31,87.5,4,1,1.0,15.57,1,2,0,Technology,1
CUST0387,504,medium,216,90469.18,1,0,0.24,118,3.97,62.5,2,1,0.75,4.86,0,2,0,Technology,0
CUST0388,264,medium,60,30270.79,6,0,0.39,103,1.88,75.0,5,1,0.75,9.58,1,2,0,Retail,0
CUST0389,136,small,60,17794.8,3,0,0.19,26,4.94,37.5,5,1,0.75,3.27,1,2,1,Technology,0
CUST0390,234,medium,12,27521.4,2,0,0.42,98,1.39,62.5,2,1,0.75,7.72,0,2,1,Technology,0
CUST0391,925,medium,300,160644.02,1,0,0.44,405,3.12,37.5,3,1,0.75,10.42,1,3,0,Technology,0
CUST0392,960,medium,12,152695.1,6,0,0.57,550,4.26,62.5,3,1,1.0,12.1,1,3,0,Technology,0
CUST0393,456,medium,48,50726.5,4,0,0.25,112,2.18,25.0,4,1,0.75,4.8,0,2,1,Technology,0
CUST0394,264,medium,36,35852.31,6,0,0.6,158,3.51,75.0,3,1,0.75,13.24,1,2,0,Retail,0
CUST0395,429,medium,156,69272.39,1,0,0.21,91,3.93,37.5,5,1,0.75,4.68,0,2,0,Technology,0
CUST0396,280,medium,36,40935.43,6,0,0.86,241,7.59,100.0,1,1,1.0,21.0,1,2,0,Technology,0
CUST0397,288,medium,60,39176.61,4,0,0.61,176,1.62,75.0,3,1,0.75,12.56,1,2,0,Technology,0
CUST0398,120,small,60,18379.4,1,0,0.8,95,4.63,75.0,3,1,0.75,12.31,1,3,0,Retail,0
CUST0399,210,medium,156,24287.45,3,0,0.72,151,2.58,62.5,2,1,0.75,17.01,1,2,0,Technology,0
CUST0400,112,small,48,14640.85,1,0,0.18,20,3.36,62.5,3,1,0.75,4.56,1,3,0,Technology,0
CUST0401,336,medium,252,58399.56,1,0,0.59,199,3.12,62.5,3,1,0.75,9.77,1,2,0,Technology,0
CUST0402,1476,enterprise,84,189377.51,6,0,0.18,268,1.77,50.0,0,1,0.75,2.41,0,1,1,Retail,0
CUST0403,246,medium,60,37543.68,1,0,0.59,144,5.96,62.5,6,1,0.75,9.42,1,2,0,Retail,0
CUST0404,160,small,120,28537.0,1,0,0.18,29,2.26,37.5,2,1,0.75,3.04,1,1,0,Retail,0
CUST0405,400,medium,120,45226.02,1,0,0.22,86,0.73,50.0,2,1,0.75,2.83,1,2,1,Technology,0
CUST0406,282,medium,24,36490.56,5,0,0.22,63,1.87,25.0,5,1,0.75,4.62,1,2,1,Technology,1
CUST0407,756,medium,60,110478.47,2,0,0.55,418,1.64,87.5,4,1,0.75,13.14,1,3,0,Technology,0
CUST0408,320,medium,24,53614.71,3,0,0.78,248,1.18,62.5,3,1,1.0,18.55,0,2,2,Technology,0
CUST0409,1240,enterprise,60,146250.15,2,0,0.9,1112,0.78,100.0,2,1,0.75,11.23,0,2,0,Technology,0
CUST0410,285,medium,60,29342.05,2,0,0.53,150,5.36,50.0,3,1,0.75,9.97,1,2,0,Technology,0
CUST0411,275,medium,60,38720.72,2,0,0.76,208,2.5,87.5,2,1,1.0,18.32,1,4,0,Technology,0
CUST0412,1551,enterprise,348,212758.43,5,0,0.2,304,1.11,25.0,5,1,0.75,3.76,0,2,0,Technology,0
CUST0413,817,medium,120,119987.05,2,0,0.75,610,3.69,75.0,5,1,0.75,13.58,0,2,3,Technology,0
CUST0414,343,medium,72,59912.48,1,0,0.93,318,0.7,100.0,4,1,0.75,18.08,1,3,0,Technology,0
CUST0415,210,medium,60,32649.49,1,0,0.37,77,4.59,37.5,4,1,0.75,7.38,1,2,2,Retail,1
CUST0416,135,small,24,16488.94,1,0,0.74,100,1.71,87.5,3,1,0.75,14.68,0,4,1,Retail,1
CUST0417,29,startup,12,4252.35,1,0,0.92,26,2.37,100.0,3,1,1.0,12.93,1,2,0,Technology,0
CUST0418,588,medium,240,102434.02,1,0,0.74,437,1.73,75.0,2,1,0.75,15.43,1,2,1,Retail,0
CUST0419,132,small,36,21540.66,1,0,0.71,94,4.8,62.5,3,1,1.0,13.55,0,2,0,Technology,0
CUST0420,279,medium,60,49828.42,4,0,0.74,207,2.19,87.5,3,1,0.75,13.21,0,2,0,Technology,0
CUST0421,130,small,120,20965.3,1,0,0.54,70,3.66,62.5,2,1,0.75,11.3,1,3,0,Technology,0
CUST0422,192,small,24,27467.81,5,0,0.49,93,2.51,62.5,2,1,0.75,6.69,1,3,2,Technology,1
CUST0423,33,startup,12,5553.08,1,1,0.77,25,2.91,62.5,3,1,0.75,11.47,1,3,0,Services,1
CUST0424,380,medium,108,37587.04,1,0,0.23,86,1.67,50.0,3,1,0.75,3.97,1,2,0,Retail,0
CUST0425,1344,enterprise,12,177431.43,3,0,0.77,1029,1.27,62.5,3,1,0.75,14.05,0,3,1,Retail,0
CUST0426,700,medium,324,79126.74,1,0,0.74,516,5.43,62.5,2,1,0.75,12.83,1,3,2,Technology,0
CUST0427,492,medium,132,78045.53,1,0,0.75,366,1.98,87.5,2,1,0.75,16.44,0,2,3,Technology,0
CUST0428,484,medium,216,63523.39,4,0,0.21,101,1.36,50.0,5,1,0.75,3.4,1,3,0,Retail,0
CUST0429,420,medium,60,72126.39,5,0,0.9,379,2.53,62.5,2,1,0.75,16.06,1,2,0,Technology,0
CUST0430,572,medium,36,77084.81,6,0,0.58,330,1.75,50.0,2,1,0.75,13.09,0,2,2,Technology,0
CUST0431,270,medium,60,45828.02,1,0,0.55,148,2.16,87.5,2,1,0.75,9.8,1,4,0,Technology,0
CUST0432,475,medium,12,51337.18,6,0,0.72,340,2.0,75.0,3,1,0.75,12.47,1,2,0,Technology,0
CUST0433,266,medium,84,40813.99,3,0,0.6,159,1.92,87.5,3,1,0.75,7.71,1,3,1,Technology,0
CUST0434,570,medium,36,70166.95,2,0,0.84,480,1.62,87.5,3,1,0.75,17.9,1,3,0,Retail,0
CUST0435,299,medium,156,49579.59,1,0,0.39,115,0.86,62.5,6,1,1.0,6.74,1,2,1,Technology,0
CUST0436,615,medium,84,99600.81,6,0,0.71,436,0.64,62.5,2,1,0.75,17.13,1,2,0,Technology,1
CUST0437,88,small,48,9850.29,6,0,0.74,65,6.85,62.5,2,1,0.75,16.22,1,4,1,Technology,1
CUST0438,100,small,36,10494.51,1,0,0.38,38,3.32,75.0,3,1,0.75,9.3,1,2,0,Retail,0
CUST0439,340,medium,96,37351.51,4,0,0.61,207,1.52,87.5,2,1,0.75,9.03,1,2,0,Technology,0
CUST0440,216,medium,12,32647.43,3,0,0.7,150,4.66,50.0,2,1,0.75,10.06,1,2,1,Technology,1
CUST0441,539,medium,36,83102.19,6,1,0.22,116,3.91,37.5,2,1,0.75,5.0,1,2,0,Services,1
CUST0442,112,small,24,16215.84,4,0,0.7,78,1.86,62.5,4,1,0.75,10.5,1,2,0,Technology,0
CUST0443,220,medium,120,34462.09,1,0,0.85,187,1.9,75.0,3,1,0.75,18.45,0,2,0,Retail,0
CUST0444,76,small,24,13548.2,5,0,0.64,48,1.16,75.0,3,1,0.75,8.91,1,3,1,Technology,1
CUST0445,322,medium,108,41512.21,2,0,0.72,232,7.48,75.0,2,1,0.75,16.05,1,2,0,Retail,0
CUST0446,1221,enterprise,120,150802.39,3,0,0.38,469,1.25,37.5,2,1,1.0,7.04,1,2,0,Retail,0
CUST0447,752,medium,168,122617.08,6,0,0.94,710,1.89,100.0,3,1,0.75,22.32,1,2,1,Retail,0
CUST0448,405,medium,132,44590.27,6,0,0.71,286,3.5,62.5,2,1,0.75,16.26,1,2,0,Retail,0
CUST0449,264,medium,240,26605.92,6,0,0.54,142,3.36,62.5,3,1,0.75,10.53,1,2,1,Technology,0
CUST0450,344,medium,96,41672.32,1,0,0.56,191,2.65,75.0,3,1,0.75,9.79,1,2,0,Technology,0
CUST0451,130,small,72,17092.72,4,0,1.0,129,1.74,75.0,2,1,0.75,18.45,1,2,1,Retail,0
CUST0452,160,small,120,20088.51,1,0,0.19,29,1.01,62.5,5,1,1.0,4.01,0,2,1,Technology,0
CUST0453,378,medium,96,46448.32,1,0,0.41,156,1.74,75.0,3,1,0.75,9.78,1,2,1,Retail,0
CUST0454,392,medium,84,66576.2,1,1,0.57,224,5.0,62.5,2,1,0.75,7.4,0,2,0,Services,1
CUST0455,256,medium,36,33720.72,4,0,0.73,186,5.28,100.0,2,1,0.75,14.14,1,2,0,Technology,0
CUST0456,230,medium,72,26006.57,4,0,0.63,144,2.16,50.0,2,1,0.75,11.67,1,1,0,Technology,0
CUST0457,380,medium,60,61134.34,6,0,0.98,370,3.54,87.5,3,1,1.0,12.87,0,3,0,Retail,0
CUST0458,0,,0,0.0,1,0,0.42,0,1.74,50.0,3,0,0.75,6.6,1,2,0,Retail,1
CUST0459,680,medium,12,106143.6,3,0,0.24,161,2.03,50.0,2,1,0.75,4.47,1,4,1,Retail,0
